state_name,month_num,accidents,avg_speed_limit,vehicles_avg,casualties_avg,fatalities_avg,rainy_frac,night_frac,alcohol_frac
Chhattisgarh,8,6,58.833333333333336,3.5,7.5,2.6666666666666665,0.16666666666666666,0.6666666666666666,0.8333333333333334
Chhattisgarh,9,5,82.2,2.4,3.6,1.6,0.6,0.2,0.4
Chhattisgarh,10,11,74.45454545454545,2.909090909090909,3.4545454545454546,2.3636363636363638,0.2727272727272727,0.2727272727272727,0.09090909090909091
Chhattisgarh,11,8,85.625,2.75,4.5,2.375,0.125,0.625,0.375
Chhattisgarh,12,6,71.66666666666667,3.3333333333333335,4.666666666666667,2.1666666666666665,0.5,0.3333333333333333,0.5
Delhi,1,12,73.41666666666667,3.5833333333333335,5.5,3.0833333333333335,0.25,0.5833333333333334,0.5833333333333334
Delhi,2,13,71.0,3.3076923076923075,4.538461538461538,2.6153846153846154,0.3076923076923077,0.0,0.38461538461538464
Delhi,3,9,70.0,3.111111111111111,3.6666666666666665,2.2222222222222223,0.1111111111111111,0.3333333333333333,0.4444444444444444
Delhi,4,10,84.4,3.0,6.2,2.8,0.2,0.4,0.8
Delhi,5,5,53.8,3.8,4.2,1.0,0.2,0.2,0.8
Delhi,6,12,85.83333333333333,2.75,5.916666666666667,2.5833333333333335,0.3333333333333333,0.25,0.25
Delhi,7,7,94.85714285714286,2.7142857142857144,4.428571428571429,1.1428571428571428,0.14285714285714285,0.42857142857142855,0.5714285714285714
Delhi,8,4,92.25,3.0,6.5,2.75,0.0,0.75,0.5
Delhi,9,9,97.22222222222223,2.6666666666666665,5.444444444444445,1.8888888888888888,0.2222222222222222,0.4444444444444444,0.5555555555555556
Delhi,10,11,79.0909090909091,3.4545454545454546,5.818181818181818,3.0,0.09090909090909091,0.5454545454545454,0.36363636363636365
Delhi,11,9,78.0,3.2222222222222223,5.444444444444445,3.3333333333333335,0.2222222222222222,0.6666666666666666,0.7777777777777778
Delhi,12,7,72.14285714285714,3.0,5.0,2.0,0.0,0.5714285714285714,0.7142857142857143
Goa,1,9,86.77777777777777,2.7777777777777777,6.333333333333333,2.2222222222222223,0.2222222222222222,0.3333333333333333,0.3333333333333333
Goa,2,11,89.0909090909091,3.0,6.2727272727272725,3.1818181818181817,0.18181818181818182,0.2727272727272727,0.36363636363636365
Goa,3,9,74.22222222222223,2.888888888888889,5.111111111111111,2.111111111111111,0.1111111111111111,0.4444444444444444,0.4444444444444444
Goa,4,14,73.92857142857143,3.0,5.785714285714286,1.8571428571428572,0.14285714285714285,0.2857142857142857,0.6428571428571429
Goa,5,10,82.6,2.5,4.6,2.0,0.3,0.3,0.6
Goa,6,12,78.08333333333333,2.1666666666666665,5.0,2.75,0.16666666666666666,0.3333333333333333,0.5
Goa,7,5,70.8,3.4,5.4,2.6,0.2,0.0,0.6
Goa,8,8,79.25,3.375,4.125,3.0,0.25,0.25,0.5
Goa,9,10,72.5,2.7,5.7,2.4,0.3,0.2,0.2
Goa,10,10,79.7,3.3,6.1,3.6,0.3,0.4,0.3
Goa,11,5,66.2,2.2,6.8,1.6,0.0,0.4,0.0
Goa,12,6,88.83333333333333,2.5,2.3333333333333335,2.5,0.16666666666666666,0.5,0.5
Gujarat,1,13,75.0,3.0,5.615384615384615,3.230769230769231,0.23076923076923078,0.5384615384615384,0.6923076923076923
Gujarat,2,5,79.2,2.6,4.0,1.4,0.4,0.2,0.6
Gujarat,3,15,70.66666666666667,2.6666666666666665,6.2,2.0,0.2,0.3333333333333333,0.3333333333333333
Gujarat,4,7,70.42857142857143,2.857142857142857,6.714285714285714,2.857142857142857,0.2857142857142857,0.42857142857142855,1.0
Gujarat,5,4,81.25,3.0,5.0,3.75,0.25,0.25,0.5
Gujarat,6,12,69.91666666666667,3.0,4.333333333333333,2.3333333333333335,0.16666666666666666,0.5,0.25
Gujarat,7,7,77.14285714285714,3.2857142857142856,5.0,2.0,0.14285714285714285,0.7142857142857143,0.2857142857142857
Gujarat,8,9,83.44444444444444,2.3333333333333335,6.666666666666667,1.8888888888888888,0.2222222222222222,0.2222222222222222,0.5555555555555556
Gujarat,9,5,83.8,2.0,5.8,4.0,0.2,0.4,0.2
Gujarat,10,11,70.72727272727273,2.4545454545454546,4.0,1.3636363636363635,0.2727272727272727,0.36363636363636365,0.5454545454545454
Gujarat,11,9,97.0,3.6666666666666665,4.555555555555555,2.0,0.1111111111111111,0.2222222222222222,0.1111111111111111
Gujarat,12,3,87.33333333333333,4.0,3.6666666666666665,2.6666666666666665,0.3333333333333333,0.6666666666666666,0.3333333333333333
Haryana,1,8,66.125,3.0,4.875,2.375,0.125,0.375,0.75
Haryana,2,8,63.5,3.125,5.625,2.875,0.0,0.375,0.75
Haryana,3,7,101.42857142857143,3.2857142857142856,5.857142857142857,2.5714285714285716,0.2857142857142857,0.2857142857142857,0.42857142857142855
Haryana,4,7,68.0,2.2857142857142856,6.571428571428571,2.142857142857143,0.42857142857142855,0.5714285714285714,0.7142857142857143
Haryana,5,8,67.625,2.75,3.625,1.375,0.25,0.75,0.625
Haryana,6,8,62.25,3.0,5.125,2.625,0.25,0.25,0.875
Haryana,7,7,58.0,2.857142857142857,7.571428571428571,2.2857142857142856,0.42857142857142855,0.8571428571428571,0.42857142857142855
Haryana,8,9,65.77777777777777,2.111111111111111,4.777777777777778,3.0,0.1111111111111111,0.2222222222222222,0.4444444444444444
Haryana,9,11,72.63636363636364,2.8181818181818183,4.909090909090909,2.4545454545454546,0.18181818181818182,0.45454545454545453,0.45454545454545453
Haryana,10,8,81.375,2.875,5.875,2.5,0.25,0.75,0.625
Haryana,11,6,59.666666666666664,3.1666666666666665,3.8333333333333335,3.0,0.3333333333333333,0.3333333333333333,0.5
Haryana,12,7,73.28571428571429,2.2857142857142856,4.571428571428571,3.142857142857143,0.42857142857142855,0.42857142857142855,0.2857142857142857
Himachal Pradesh,1,4,84.25,3.25,4.75,2.5,0.5,0.25,0.75
Himachal Pradesh,2,6,68.0,2.5,5.666666666666667,1.3333333333333333,0.3333333333333333,0.16666666666666666,0.8333333333333334
Himachal Pradesh,3,10,78.0,2.6,4.2,2.9,0.1,0.3,0.7
Himachal Pradesh,4,6,73.33333333333333,3.0,6.666666666666667,1.6666666666666667,0.16666666666666666,0.8333333333333334,0.3333333333333333
Himachal Pradesh,5,13,74.23076923076923,2.4615384615384617,3.923076923076923,1.1538461538461537,0.38461538461538464,0.3076923076923077,0.38461538461538464
Himachal Pradesh,6,5,77.2,2.0,4.2,1.6,0.6,0.4,0.6
Himachal Pradesh,7,11,73.27272727272727,2.909090909090909,5.363636363636363,2.6363636363636362,0.2727272727272727,0.5454545454545454,0.5454545454545454
Himachal Pradesh,8,5,80.2,3.2,5.8,2.0,0.4,0.4,0.6
Himachal Pradesh,9,6,68.66666666666667,3.3333333333333335,4.333333333333333,2.1666666666666665,0.3333333333333333,0.16666666666666666,0.6666666666666666
Himachal Pradesh,10,8,74.25,2.625,4.625,3.0,0.0,0.75,0.375
Himachal Pradesh,11,7,77.71428571428571,3.7142857142857144,4.571428571428571,2.0,0.2857142857142857,0.5714285714285714,0.7142857142857143
Himachal Pradesh,12,10,63.7,2.8,3.9,2.6,0.1,0.4,0.7
Jammu and Kashmir,1,8,68.875,2.625,5.375,2.5,0.125,0.75,0.5
Jammu and Kashmir,2,10,59.7,2.2,3.0,1.8,0.2,0.4,0.3
Jammu and Kashmir,3,12,73.41666666666667,3.1666666666666665,5.333333333333333,3.0833333333333335,0.08333333333333333,0.3333333333333333,0.5
Jammu and Kashmir,4,7,69.57142857142857,1.4285714285714286,4.428571428571429,1.5714285714285714,0.14285714285714285,0.5714285714285714,0.42857142857142855
Jammu and Kashmir,5,8,81.875,3.625,4.625,2.25,0.125,0.375,0.375
Jammu and Kashmir,6,8,68.125,3.125,4.5,3.0,0.125,0.875,0.625
Jammu and Kashmir,7,5,77.6,3.6,4.4,1.4,0.4,0.4,0.8
Jammu and Kashmir,8,12,77.0,2.5,6.0,2.75,0.0,0.3333333333333333,0.5
Jammu and Kashmir,9,5,74.2,3.0,6.6,2.8,0.0,0.6,0.4
Jammu and Kashmir,10,12,75.75,2.0,4.25,3.6666666666666665,0.08333333333333333,0.08333333333333333,0.4166666666666667
Jammu and Kashmir,11,8,66.75,3.125,4.0,2.0,0.25,0.5,0.375
Jammu and Kashmir,12,10,87.0,2.6,4.8,2.5,0.1,0.3,0.5
Jharkhand,1,6,84.83333333333333,4.166666666666667,6.166666666666667,3.0,0.0,0.3333333333333333,0.3333333333333333
Jharkhand,2,7,85.42857142857143,2.857142857142857,4.428571428571429,1.7142857142857142,0.0,0.5714285714285714,0.42857142857142855
Jharkhand,3,10,71.6,3.8,7.8,2.8,0.2,0.4,0.2
Jharkhand,4,7,80.57142857142857,3.2857142857142856,8.571428571428571,2.142857142857143,0.2857142857142857,0.5714285714285714,0.5714285714285714
Jharkhand,5,6,79.33333333333333,3.3333333333333335,4.166666666666667,2.3333333333333335,0.16666666666666666,0.8333333333333334,0.5
Jharkhand,6,8,75.25,3.875,6.5,2.375,0.125,0.625,0.125
Jharkhand,7,7,81.0,3.142857142857143,2.857142857142857,1.4285714285714286,0.2857142857142857,0.14285714285714285,0.42857142857142855
Jharkhand,8,8,79.0,3.125,5.5,2.125,0.25,0.5,0.875
Jharkhand,9,14,71.64285714285714,2.2142857142857144,3.4285714285714284,2.142857142857143,0.21428571428571427,0.6428571428571429,0.2857142857142857
Jharkhand,10,8,62.625,2.75,7.0,3.875,0.125,0.5,0.25
Jharkhand,11,5,81.6,2.4,3.2,2.0,0.0,0.8,1.0
Jharkhand,12,8,85.125,3.0,3.25,2.125,0.25,0.125,0.625
Karnataka,1,5,61.4,2.6,6.4,2.6,0.2,0.4,0.6
Karnataka,2,11,68.18181818181819,3.090909090909091,3.3636363636363638,2.3636363636363638,0.2727272727272727,0.45454545454545453,0.7272727272727273
Karnataka,3,13,76.92307692307692,3.076923076923077,6.384615384615385,2.5384615384615383,0.23076923076923078,0.5384615384615384,0.6923076923076923
Karnataka,4,4,92.5,2.75,2.75,2.75,0.25,0.75,0.25
Karnataka,5,5,66.8,3.4,6.2,2.6,0.4,0.4,0.8
Karnataka,6,7,62.285714285714285,3.7142857142857144,5.571428571428571,1.4285714285714286,0.2857142857142857,0.5714285714285714,0.42857142857142855
Karnataka,7,11,66.0909090909091,3.090909090909091,6.181818181818182,2.1818181818181817,0.18181818181818182,0.7272727272727273,0.5454545454545454
Karnataka,8,8,89.125,3.875,3.5,2.25,0.25,0.375,0.5
Karnataka,9,4,86.75,4.0,6.75,3.25,0.0,0.25,0.75
Karnataka,10,10,77.2,2.8,4.0,2.7,0.1,0.7,0.4
Karnataka,11,5,45.0,2.8,4.8,2.0,0.0,0.2,0.4
Karnataka,12,12,71.16666666666667,3.0,5.833333333333333,2.5833333333333335,0.16666666666666666,0.5,0.5
Kerala,1,9,90.44444444444444,2.6666666666666665,4.111111111111111,2.5555555555555554,0.0,0.3333333333333333,0.3333333333333333
Kerala,2,10,80.0,1.8,4.4,1.8,0.5,0.4,0.4
Kerala,3,9,73.33333333333333,3.0,7.111111111111111,2.888888888888889,0.4444444444444444,0.6666666666666666,0.8888888888888888
Kerala,4,6,72.83333333333333,3.1666666666666665,6.5,2.5,0.3333333333333333,0.5,0.6666666666666666
Kerala,5,9,88.33333333333333,3.111111111111111,6.222222222222222,2.2222222222222223,0.3333333333333333,0.4444444444444444,0.7777777777777778
Kerala,6,10,76.2,3.0,3.8,2.6,0.1,0.4,0.6
Kerala,7,9,83.33333333333333,3.5555555555555554,6.666666666666667,2.4444444444444446,0.4444444444444444,0.3333333333333333,0.7777777777777778
Kerala,8,7,73.28571428571429,3.142857142857143,4.142857142857143,2.0,0.2857142857142857,0.42857142857142855,0.8571428571428571
Kerala,9,10,66.0,3.3,4.8,2.8,0.2,0.6,0.6
Kerala,10,10,69.9,2.9,4.7,2.9,0.1,0.5,0.5
Kerala,11,2,70.0,4.0,6.0,1.5,0.5,0.5,0.5
Kerala,12,11,80.18181818181819,2.6363636363636362,4.181818181818182,3.3636363636363638,0.0,0.45454545454545453,0.2727272727272727
Madhya Pradesh,1,7,78.85714285714286,3.857142857142857,5.571428571428571,3.5714285714285716,0.14285714285714285,0.42857142857142855,0.2857142857142857
Madhya Pradesh,2,6,95.33333333333333,2.8333333333333335,5.0,3.5,0.5,0.3333333333333333,0.3333333333333333
Madhya Pradesh,3,5,89.6,2.8,3.6,2.0,0.0,0.4,0.4
Madhya Pradesh,4,10,73.3,2.5,6.9,1.6,0.3,0.3,0.6
Madhya Pradesh,5,3,75.33333333333333,3.0,7.666666666666667,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.0
Madhya Pradesh,6,10,77.0,3.7,7.1,2.3,0.2,0.2,0.7
Madhya Pradesh,7,5,64.4,3.2,4.2,1.4,0.4,0.6,0.8
Madhya Pradesh,8,9,70.44444444444444,3.888888888888889,4.777777777777778,2.6666666666666665,0.2222222222222222,0.2222222222222222,0.4444444444444444
Madhya Pradesh,9,5,78.2,2.8,7.0,3.0,0.4,0.6,0.4
Madhya Pradesh,10,4,82.0,2.5,4.75,1.25,0.0,0.5,0.25
Madhya Pradesh,11,13,78.0,2.3076923076923075,5.0,2.769230769230769,0.23076923076923078,0.46153846153846156,0.38461538461538464
Madhya Pradesh,12,6,45.666666666666664,2.5,4.666666666666667,2.3333333333333335,0.16666666666666666,0.0,0.3333333333333333
Maharashtra,1,9,67.11111111111111,2.0,4.666666666666667,1.4444444444444444,0.1111111111111111,0.2222222222222222,0.6666666666666666
Maharashtra,2,11,74.45454545454545,3.4545454545454546,5.181818181818182,2.5454545454545454,0.18181818181818182,0.36363636363636365,0.45454545454545453
Maharashtra,3,6,67.33333333333333,2.0,4.5,3.6666666666666665,0.3333333333333333,0.0,0.5
Maharashtra,4,8,81.875,3.375,4.875,3.0,0.5,0.5,0.5
Maharashtra,5,7,68.42857142857143,3.0,8.0,2.4285714285714284,0.14285714285714285,0.5714285714285714,0.5714285714285714
Maharashtra,6,12,84.33333333333333,3.0833333333333335,4.416666666666667,2.5,0.16666666666666666,0.3333333333333333,0.5833333333333334
Maharashtra,7,12,69.83333333333333,3.0833333333333335,6.333333333333333,2.6666666666666665,0.16666666666666666,0.5,0.5
Maharashtra,8,3,63.333333333333336,2.0,4.666666666666667,2.6666666666666665,0.3333333333333333,0.3333333333333333,1.0
Maharashtra,9,3,77.0,3.6666666666666665,6.666666666666667,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Maharashtra,10,5,51.2,2.0,4.8,3.8,0.4,0.6,0.2
Maharashtra,11,4,86.75,3.5,3.25,1.75,0.0,0.5,1.0
Maharashtra,12,9,71.22222222222223,2.888888888888889,5.222222222222222,1.7777777777777777,0.2222222222222222,0.2222222222222222,0.5555555555555556
Manipur,1,11,72.81818181818181,3.4545454545454546,6.545454545454546,2.1818181818181817,0.0,0.45454545454545453,0.36363636363636365
Manipur,2,8,84.0,3.0,6.5,2.0,0.5,0.5,0.375
Manipur,3,9,70.44444444444444,2.888888888888889,5.222222222222222,2.888888888888889,0.3333333333333333,0.5555555555555556,0.6666666666666666
Manipur,4,9,67.77777777777777,2.2222222222222223,5.777777777777778,1.3333333333333333,0.3333333333333333,0.4444444444444444,0.2222222222222222
Manipur,5,7,72.0,4.0,7.142857142857143,2.0,0.0,0.42857142857142855,0.5714285714285714
Manipur,6,4,71.5,4.25,2.25,3.25,0.0,0.5,0.5
Manipur,7,3,61.333333333333336,2.3333333333333335,6.666666666666667,2.3333333333333335,0.0,0.3333333333333333,0.3333333333333333
Manipur,8,8,77.125,3.625,4.625,3.75,0.0,0.375,0.625
Manipur,9,5,73.2,3.8,6.8,1.4,0.0,0.4,0.8
Manipur,10,9,83.33333333333333,3.111111111111111,4.333333333333333,1.6666666666666667,0.0,0.8888888888888888,0.4444444444444444
Manipur,11,8,78.0,3.25,4.125,2.125,0.125,0.375,0.375
Manipur,12,6,57.0,3.1666666666666665,4.5,2.1666666666666665,0.16666666666666666,0.3333333333333333,0.5
Meghalaya,1,6,80.16666666666667,2.3333333333333335,6.166666666666667,1.5,0.6666666666666666,0.6666666666666666,0.16666666666666666
Meghalaya,2,8,60.375,3.375,3.625,2.75,0.125,0.5,0.375
Meghalaya,3,7,80.28571428571429,3.0,5.428571428571429,2.142857142857143,0.2857142857142857,0.42857142857142855,0.2857142857142857
Meghalaya,4,8,70.0,4.875,4.625,2.25,0.125,0.5,0.625
Meghalaya,5,8,69.375,3.875,3.25,2.625,0.25,0.5,0.5
Meghalaya,6,10,80.3,2.7,4.8,2.3,0.2,0.5,0.5
Meghalaya,7,6,98.16666666666667,3.6666666666666665,4.333333333333333,3.1666666666666665,0.16666666666666666,0.6666666666666666,0.6666666666666666
Meghalaya,8,6,90.83333333333333,4.166666666666667,5.833333333333333,3.0,0.5,0.5,0.8333333333333334
Meghalaya,9,4,56.75,3.25,6.75,3.25,0.0,0.25,0.25
Meghalaya,10,11,69.54545454545455,2.909090909090909,7.0,1.6363636363636365,0.18181818181818182,0.5454545454545454,0.6363636363636364
Meghalaya,11,7,68.0,3.2857142857142856,5.714285714285714,3.2857142857142856,0.42857142857142855,0.42857142857142855,0.8571428571428571
Meghalaya,12,11,77.0,3.1818181818181817,6.181818181818182,3.272727272727273,0.09090909090909091,0.6363636363636364,0.5454545454545454
Mizoram,1,9,82.33333333333333,3.2222222222222223,5.777777777777778,2.111111111111111,0.2222222222222222,0.2222222222222222,0.6666666666666666
Mizoram,2,9,68.22222222222223,4.333333333333333,4.333333333333333,3.111111111111111,0.2222222222222222,0.3333333333333333,0.5555555555555556
Mizoram,3,5,87.8,3.6,5.8,3.0,0.6,0.4,0.2
Mizoram,4,8,72.5,2.875,5.25,2.875,0.0,0.625,0.625
Mizoram,5,9,88.0,2.888888888888889,6.444444444444445,3.6666666666666665,0.3333333333333333,0.3333333333333333,0.6666666666666666
Mizoram,6,10,81.5,3.7,4.7,2.5,0.1,0.3,1.0
Mizoram,7,5,93.2,2.4,3.4,2.0,0.4,0.4,0.6
Mizoram,8,10,70.3,2.6,4.9,2.3,0.2,0.4,0.7
Mizoram,9,10,73.3,2.9,2.8,1.3,0.1,0.5,0.3
Mizoram,10,6,78.16666666666667,2.8333333333333335,4.666666666666667,1.8333333333333333,0.16666666666666666,0.5,0.3333333333333333
Mizoram,11,6,106.5,2.5,6.833333333333333,2.3333333333333335,0.16666666666666666,0.8333333333333334,0.3333333333333333
Mizoram,12,8,58.125,3.25,3.75,2.0,0.125,0.75,0.75
Nagaland,1,6,77.83333333333333,2.8333333333333335,2.6666666666666665,3.1666666666666665,0.0,0.3333333333333333,0.5
Nagaland,2,6,77.5,2.1666666666666665,8.333333333333334,2.8333333333333335,0.0,0.5,0.6666666666666666
Nagaland,3,8,61.5,2.375,3.625,1.75,0.0,0.625,0.5
Nagaland,4,5,53.2,3.0,4.2,2.2,0.4,0.4,0.4
Nagaland,5,4,60.75,2.25,6.5,4.25,0.5,0.5,0.25
Nagaland,6,7,68.14285714285714,2.7142857142857144,6.714285714285714,2.0,0.0,0.14285714285714285,0.14285714285714285
Nagaland,7,9,82.11111111111111,3.4444444444444446,4.777777777777778,1.4444444444444444,0.3333333333333333,0.4444444444444444,0.5555555555555556
Nagaland,8,12,70.0,3.0,4.416666666666667,3.0833333333333335,0.25,0.4166666666666667,0.5833333333333334
Nagaland,9,11,76.27272727272727,2.5454545454545454,5.363636363636363,2.3636363636363638,0.36363636363636365,0.2727272727272727,0.45454545454545453
Nagaland,10,8,64.875,3.0,6.125,3.0,0.125,0.125,0.75
Nagaland,11,13,70.76923076923077,3.3846153846153846,2.923076923076923,3.4615384615384617,0.23076923076923078,0.5384615384615384,0.6923076923076923
Nagaland,12,12,73.33333333333333,3.3333333333333335,5.416666666666667,3.25,0.08333333333333333,0.25,0.5
Odisha,1,8,70.0,3.375,6.75,2.0,0.25,0.25,0.375
Odisha,2,8,86.0,2.625,2.375,2.125,0.375,0.25,0.625
Odisha,3,10,65.4,2.7,5.3,1.8,0.3,0.5,0.7
Odisha,4,4,62.75,2.75,3.25,2.75,0.75,0.5,0.25
Odisha,5,8,60.5,3.625,6.625,3.125,0.25,0.375,0.125
